student_id,cycle,adaptive_activity,static_activity,adaptive_estimated_gain,static_estimated_gain,adaptive_simulated_gain,static_simulated_gain,adaptive_cumulative_gain,static_cumulative_gain
10522,1,Application Exercise,Application Exercise,1.702731579533384,1.702731579533384,0.0,0.0,0.0,0.0
10738,1,Concept Review,Concept Review,5.936690098698383,5.936690098698383,404.28859572135985,404.28859572135985,404.28859572135985,404.28859572135985
10741,1,Application Exercise,Application Exercise,2.1563115588570665,2.1563115588570665,20.05369749737072,20.05369749737072,20.05369749737072,20.05369749737072
10661,1,Application Exercise,Application Exercise,3.023350524509546,3.023350524509546,79.51411879460106,79.51411879460106,79.51411879460106,79.51411879460106
10412,1,Concept Review,Concept Review,3.1053518955203065,3.1053518955203065,109.6189219118668,109.6189219118668,109.6189219118668,109.6189219118668
10679,1,Application Exercise,Application Exercise,2.342993100225989,2.342993100225989,57.40333095553673,57.40333095553673,57.40333095553673,57.40333095553673
10627,1,Practice Questions,Practice Questions,4.913572861520805,4.913572861520805,266.8070063805797,266.8070063805797,266.8070063805797,266.8070063805797
10514,1,Concept Review,Concept Review,3.1176342995617934,3.1176342995617934,78.25262091900102,78.25262091900102,78.25262091900102,78.25262091900102
10860,1,Concept Review,Concept Review,6.309095579519443,6.309095579519443,510.40583238312297,510.40583238312297,510.40583238312297,510.40583238312297
10137,1,Application Exercise,Application Exercise,3.315258523200469,3.315258523200469,105.75674689009496,105.75674689009496,105.75674689009496,105.75674689009496
10812,1,Application Exercise,Application Exercise,5.422672344775306,5.422672344775306,293.90884108682155,293.90884108682155,293.90884108682155,293.90884108682155
10077,1,Application Exercise,Application Exercise,3.6663419622345987,3.6663419622345987,164.98538830055693,164.98538830055693,164.98538830055693,164.98538830055693
10637,1,Application Exercise,Application Exercise,3.0709917129450317,3.0709917129450317,73.08960276809175,73.08960276809175,73.08960276809175,73.08960276809175
10974,1,Advanced Practice,Advanced Practice,4.870305950165397,4.870305950165397,248.38560345843524,248.38560345843524,248.38560345843524,248.38560345843524
10939,1,Application Exercise,Application Exercise,6.155039715184799,6.155039715184799,470.8605382116371,470.8605382116371,470.8605382116371,470.8605382116371
10900,1,Application Exercise,Application Exercise,7.243712354868654,7.243712354868654,636.7223159929547,636.7223159929547,636.7223159929547,636.7223159929547
10281,1,Concept Review,Concept Review,4.078395246133825,4.078395246133825,182.71210702679534,182.71210702679534,182.71210702679534,182.71210702679534
10884,1,Application Exercise,Application Exercise,5.869553072014602,5.869553072014602,416.7382681130367,416.7382681130367,416.7382681130367,416.7382681130367
10762,1,Application Exercise,Application Exercise,2.8013582372284787,2.8013582372284787,90.20373523875702,90.20373523875702,90.20373523875702,90.20373523875702
10320,1,Application Exercise,Application Exercise,5.936593324649503,5.936593324649503,508.1723885899974,508.1723885899974,508.1723885899974,508.1723885899974
10550,1,Advanced Practice,Advanced Practice,2.5940684562981877,2.5940684562981877,71.33688254820017,71.33688254820017,71.33688254820017,71.33688254820017
10175,1,Application Exercise,Application Exercise,6.030291372306163,6.030291372306163,256.89041246024254,256.89041246024254,256.89041246024254,256.89041246024254
10372,1,Application Exercise,Application Exercise,2.514478613313904,2.514478613313904,29.92229549843546,29.92229549843546,29.92229549843546,29.92229549843546
10528,1,Application Exercise,Application Exercise,4.806760661378879,4.806760661378879,310.9974147912135,310.9974147912135,310.9974147912135,310.9974147912135
10211,1,Practice Questions,Practice Questions,4.048137626041284,4.048137626041284,248.55565023893485,248.55565023893485,248.55565023893485,248.55565023893485
10236,1,Application Exercise,Application Exercise,2.9891122864680932,2.9891122864680932,96.84723808156622,96.84723808156622,96.84723808156622,96.84723808156622
10102,1,Application Exercise,Application Exercise,5.247440339186893,5.247440339186893,282.83703428217353,282.83703428217353,282.83703428217353,282.83703428217353
10987,1,Application Exercise,Application Exercise,6.849915180556252,6.849915180556252,545.2532483722777,545.2532483722777,545.2532483722777,545.2532483722777
10903,1,Application Exercise,Application Exercise,2.53583548994519,2.53583548994519,72.01772791444338,72.01772791444338,72.01772791444338,72.01772791444338
10948,1,Practice Questions,Practice Questions,3.1650393960605263,3.1650393960605263,111.40938674133054,111.40938674133054,111.40938674133054,111.40938674133054
10347,1,Concept Review,Concept Review,4.777494574307655,4.777494574307655,254.64046081059797,254.64046081059797,254.64046081059797,254.64046081059797
10140,1,Application Exercise,Application Exercise,4.614511061400577,4.614511061400577,189.19495351742367,189.19495351742367,189.19495351742367,189.19495351742367
10622,1,Application Exercise,Application Exercise,3.472538903741088,3.472538903741088,136.81803280739885,136.81803280739885,136.81803280739885,136.81803280739885
10500,1,Application Exercise,Application Exercise,4.595716872344603,4.595716872344603,204.04982913210037,204.04982913210037,204.04982913210037,204.04982913210037
10371,1,Application Exercise,Application Exercise,4.6589000908761165,4.6589000908761165,239.4674646710324,239.4674646710324,239.4674646710324,239.4674646710324
10199,1,Application Exercise,Application Exercise,4.192915900111572,4.192915900111572,204.19500433543357,204.19500433543357,204.19500433543357,204.19500433543357
10688,1,Advanced Practice,Advanced Practice,5.631917302969273,5.631917302969273,394.2342112078491,394.2342112078491,394.2342112078491,394.2342112078491
10585,1,Application Exercise,Application Exercise,6.085990699801856,6.085990699801856,351.77026244854727,351.77026244854727,351.77026244854727,351.77026244854727
10902,1,Concept Review,Concept Review,5.1331741386235645,5.1331741386235645,313.1236224560374,313.1236224560374,313.1236224560374,313.1236224560374
10060,1,Application Exercise,Application Exercise,5.710712545628222,5.710712545628222,395.75237941203574,395.75237941203574,395.75237941203574,395.75237941203574
10329,1,Application Exercise,Application Exercise,4.187467938998625,4.187467938998625,193.4610187817365,193.4610187817365,193.4610187817365,193.4610187817365
10097,1,Application Exercise,Application Exercise,6.1148216511358555,6.1148216511358555,472.06423146768805,472.06423146768805,472.06423146768805,472.06423146768805
10313,1,Application Exercise,Application Exercise,5.660862119957937,5.660862119957937,417.7716244528957,417.7716244528957,417.7716244528957,417.7716244528957
10975,1,Application Exercise,Application Exercise,4.758002527716972,4.758002527716972,216.96491526389391,216.96491526389391,216.96491526389391,216.96491526389391
10300,1,Advanced Practice,Advanced Practice,7.493099974936927,7.493099974936927,741.8168975187557,741.8168975187557,741.8168975187557,741.8168975187557
10278,1,Application Exercise,Application Exercise,3.677057532681682,3.677057532681682,118.76895830561831,118.76895830561831,118.76895830561831,118.76895830561831
10925,1,Concept Review,Concept Review,2.732446851785183,2.732446851785183,113.66978903426363,113.66978903426363,113.66978903426363,113.66978903426363
10602,1,Practice Questions,Practice Questions,0.7389357791419764,0.7389357791419764,6.798209168106182,6.798209168106182,6.798209168106182,6.798209168106182
10440,1,Concept Review,Concept Review,6.5099425746426505,6.5099425746426505,517.5404346840908,517.5404346840908,517.5404346840908,517.5404346840908
10838,1,Concept Review,Concept Review,3.7656271321565047,3.7656271321565047,161.16884125629838,161.16884125629838,161.16884125629838,161.16884125629838
10571,1,Application Exercise,Application Exercise,3.946941710750527,3.946941710750527,146.43153746884457,146.43153746884457,146.43153746884457,146.43153746884457
10880,1,Application Exercise,Application Exercise,5.156661271539153,5.156661271539153,265.0523893571124,265.0523893571124,265.0523893571124,265.0523893571124
10262,1,Application Exercise,Application Exercise,5.871982196091137,5.871982196091137,362.3013014988232,362.3013014988232,362.3013014988232,362.3013014988232
10579,1,Concept Review,Concept Review,3.208184603161972,3.208184603161972,113.2489164916176,113.2489164916176,113.2489164916176,113.2489164916176
10024,1,Critical Thinking Activity,Critical Thinking Activity,7.003978876361925,7.003978876361925,607.9453664682151,607.9453664682151,607.9453664682151,607.9453664682151
10031,1,Concept Review,Concept Review,3.908881605471899,3.908881605471899,87.55894796257053,87.55894796257053,87.55894796257053,87.55894796257053
10618,1,Critical Thinking Activity,Critical Thinking Activity,2.9669583451973907,2.9669583451973907,125.50233800184962,125.50233800184962,125.50233800184962,125.50233800184962
10011,1,Application Exercise,Application Exercise,3.172879119315884,3.172879119315884,95.18637357947651,95.18637357947651,95.18637357947651,95.18637357947651
10222,1,Application Exercise,Application Exercise,5.385285968040135,5.385285968040135,319.885986501584,319.885986501584,319.885986501584,319.885986501584
10821,1,Advanced Practice,Advanced Practice,4.620515289157527,4.620515289157527,274.4586081759571,274.4586081759571,274.4586081759571,274.4586081759571
10297,1,Application Exercise,Application Exercise,5.4470484252283855,5.4470484252283855,344.253460474434,344.253460474434,344.253460474434,344.253460474434
10055,1,Application Exercise,Application Exercise,4.809912503497193,4.809912503497193,329.9599977399074,329.9599977399074,329.9599977399074,329.9599977399074
10543,1,Concept Review,Concept Review,5.812790014824223,5.812790014824223,410.96425404807263,410.96425404807263,410.96425404807263,410.96425404807263
10210,1,Application Exercise,Application Exercise,3.9646463616860563,3.9646463616860563,155.0176727419248,155.0176727419248,155.0176727419248,155.0176727419248
10605,1,Advanced Practice,Advanced Practice,4.588257583262023,4.588257583262023,261.0718564876091,261.0718564876091,261.0718564876091,261.0718564876091
10693,1,Application Exercise,Application Exercise,5.095847184503281,5.095847184503281,334.2875753034152,334.2875753034152,334.2875753034152,334.2875753034152
10663,1,Advanced Practice,Advanced Practice,5.2868960770491125,5.2868960770491125,362.6810708855691,362.6810708855691,362.6810708855691,362.6810708855691
10867,1,Concept Review,Concept Review,5.7561113781458335,5.7561113781458335,418.4692971912021,418.4692971912021,418.4692971912021,418.4692971912021
10071,1,Application Exercise,Application Exercise,6.029014058667094,6.029014058667094,337.6247872853573,337.6247872853573,337.6247872853573,337.6247872853573
10544,1,Practice Questions,Practice Questions,2.938559627056019,2.938559627056019,100.20488328261024,100.20488328261024,100.20488328261024,100.20488328261024
10108,1,Application Exercise,Application Exercise,4.850388541796544,4.850388541796544,281.32253542419954,281.32253542419954,281.32253542419954,281.32253542419954
10494,1,Concept Review,Concept Review,5.100582901491578,5.100582901491578,239.21733807995497,239.21733807995497,239.21733807995497,239.21733807995497
10591,1,Application Exercise,Application Exercise,7.394612642343073,7.394612642343073,616.7106943714124,616.7106943714124,616.7106943714124,616.7106943714124
10742,1,Application Exercise,Application Exercise,5.326936909810138,5.326936909810138,341.4566559188298,341.4566559188298,341.4566559188298,341.4566559188298
10293,1,Application Exercise,Application Exercise,4.3667849833439245,4.3667849833439245,265.937205485645,265.937205485645,265.937205485645,265.937205485645
