student_id,adaptive,static,adaptive_minus_static
10011,2.6154556477747297,2.6154556477747297,0.0
10024,11.0888047845546,0.0,11.0888047845546
10026,0.0,16.821336947458274,-16.821336947458274
10031,2.8655518688343076,2.8668360483554225,-0.0012841795211149254
10040,9.77348234606818,9.778256391176512,-0.004774045108332459
10045,0.20000000000000284,13.227215119119325,-13.027215119119322
10055,11.650605845142545,11.569737414500516,0.08086843064202931
10056,3.9000000000000057,0.0,3.9000000000000057
10060,0.29999999999999716,14.161159792303193,-13.861159792303196
10061,4.431865320775491,4.431865320775491,0.0
10064,0.0,5.599999999999991,-5.599999999999991
10067,2.700000000000003,15.999999999999991,-13.299999999999988
10068,5.654572257703839,5.669963814991239,-0.015391557287400381
10071,9.900000000000011,10.385892956765176,-0.48589295676516464
10073,4.999999999999999,9.317684002262766,-4.317684002262767
10077,6.116817324475398,6.088933634049346,0.027883690426051544
10079,4.521917638580816,4.521917638580816,0.0
10087,7.12056247538837,7.099395955571049,0.02116651981732076
10089,4.829970004330734,4.829970004330734,0.0
10097,17.77232999357761,17.856409398336258,-0.08407940475864706
10102,8.799606839076043,8.780464850069995,0.01914198900604802
10108,10.564768978900807,10.577032994132901,-0.01226401523209475
10111,3.793099493895252,3.793099493895252,0.0
10121,0.0,0.0,0.0
10137,3.481447333521533,3.476962934603483,0.004484398918049859
10138,4.809030805160601,4.809030805160601,0.0
10140,5.97825811894369,5.97825811894369,0.0
10159,4.975172315013262,4.975172315013262,0.0
10169,5.926148221303891,5.914825962204805,0.011322259099086018
10175,7.343559814710223,7.343559814710223,0.0
10185,3.8,10.0288869273185,-6.2288869273184995
10199,6.933014300392827,6.933014300392827,0.0
10200,6.042089683427669,6.042089683427669,0.0
10209,7.025746226628028,7.047040576308164,-0.02129434968013566
10210,4.339090007872476,4.345950316658579,-0.006860308786102998
10211,8.98256247857924,8.941443431870976,0.04111904670826405
10214,11.850010415087057,11.865712660843734,-0.015702245756676447
10216,8.452192940706775,8.431742127538731,0.020450813168043425
10219,5.396544613810072,5.411112087726883,-0.014567473916811124
10222,10.608590340786671,10.618767581711694,-0.010177240925022701
10236,3.481019010067937,3.485579050596366,-0.004560040528429177
10238,2.141980568005957,2.1448031828697713,-0.002822614863814188
10245,4.987288887659468,4.998931271895904,-0.01164238423643571
10248,0.43089978516028266,0.43089978516028266,0.0
10255,1.912916245868682,1.912916245868682,0.0
10257,6.299175963801482,6.290895872631459,0.008280091170022708
10260,14.208529740724002,14.168747469450041,0.03978227127396039
10261,3.414547472375835,3.414547472375835,0.0
10262,12.600005800948697,12.568635881293591,0.031369919655105605
10266,9.2,10.026341046004447,-0.8263410460044476
10276,18.56236998816877,18.56236998816877,0.0
10278,3.6854812173730274,3.6854812173730274,0.0
10281,6.2810017948117505,6.2810017948117505,0.0
10282,7.536792326786178,7.551545005252934,-0.014752678466756208
