student_id,static_10cycle_gain,adaptive_10cycle_gain,adaptive_minus_static
10011,2.6154556477747297,2.6154556477747297,0.0
10024,11.8,9.784744229433901,-2.0152557705660996
10026,16.821336947458274,16.83830942200588,0.01697247454760742
10031,2.8668360483554225,2.8668360483554225,0.0
10040,9.778256391176512,9.778256391176512,0.0
10045,13.227215119119325,13.227215119119325,0.0
10055,11.569737414500516,11.569737414500516,0.0
10056,0.0,0.0,0.0
10060,14.22128285961477,14.186388148016036,-0.03489471159873325
10061,4.431865320775491,4.431865320775491,0.0
10064,7.400000000000006,7.224191099925164,-0.1758089000748413
10067,15.999999999999991,16.19678583876354,0.19678583876354772
10068,5.669963814991239,5.669963814991239,0.0
10071,10.385892956765176,10.389522419412422,0.0036294626472468394
10073,9.317684002262766,9.312249812178433,-0.0054341900843333235
10077,6.088933634049346,6.088933634049346,0.0
10079,4.531050230627534,4.531050230627534,0.0
10087,7.099395955571049,7.099395955571049,0.0
10089,4.829970004330734,4.830146447320621,0.00017644298988628293
10097,17.856409398336258,17.818263594130308,-0.03814580420594993
10102,8.780464850069995,8.780464850069995,0.0
10108,10.577032994132901,10.577789848786173,0.000756854653271688
10111,3.8003010071912087,3.7986273887511097,-0.0016736184400989451
10121,0.0,0.0,0.0
10137,3.476962934603483,3.476962934603483,0.0
10138,4.809030805160601,4.809030805160601,0.0
10140,5.97825811894369,5.97825811894369,0.0
10159,4.975172315013262,4.975172315013262,0.0
10169,5.914825962204805,5.915080924100829,0.00025496189602414177
10175,7.343559814710223,7.346565357762562,0.0030055430523390214
10185,10.0288869273185,10.033550803351892,0.004663876033392356
10199,6.933014300392827,6.9413924560742375,0.008378155681410426
10200,6.042089683427669,6.042089683427669,0.0
10209,7.039982033197738,7.040052652295499,7.061909776062691e-05
10210,4.345950316658579,4.345950316658579,0.0
10211,8.941443431870976,8.941443431870976,0.0
10214,11.865712660843734,11.85923058399973,-0.0064820768440032595
10216,8.431742127538731,8.436841120010932,0.005098992472200692
10219,5.396544613810072,5.399470130985986,0.0029255171759139387
10222,10.618767581711694,10.616001265151853,-0.0027663165598408312
10236,3.485579050596366,3.485579050596366,0.0
10238,2.1448031828697713,2.144811337599271,8.154729499665336e-06
10245,4.998931271895904,4.998931271895904,0.0
10248,0.43089978516028266,0.43089978516028266,0.0
10255,1.912916245868682,1.912916245868682,0.0
10257,6.301147549662735,6.2984005038763815,-0.0027470457863536524
10260,14.168747469450041,14.182224989253978,0.013477519803936744
10261,3.414547472375835,3.416593235636668,0.0020457632608330556
10262,12.568635881293591,12.57889320714037,0.010257325846778187
10266,10.026341046004447,10.026341046004447,0.0
10276,18.56236998816877,18.557808944596974,-0.004561043571793988
10278,3.6854812173730274,3.6854812173730274,0.0
10281,6.2810017948117505,6.286743041524707,0.005741246712956283
10282,7.551545005252934,7.551545005252934,0.0
10290,4.579817365588497,4.579817365588497,0.0
10293,9.111700986324694,9.111700986324694,0.0
10295,8.70610331061052,8.695928427544025,-0.010174883066493834
10297,11.18478550937627,11.18478550937627,0.0
10299,4.924230635905719,4.925060700830843,0.0008300649251244963
10300,10.700000000000008,6.70770024242278,-3.9922997575772285
10308,4.48285322974387,4.48285322974387,0.0
10310,9.107412529712938,9.100565771577159,-0.006846758135779396
10311,7.05262145588063,7.045444032991487,-0.007177422889143692
10313,15.690283196347664,15.645048918560212,-0.04523427778745237
10315,0.6036657800940587,0.6036657800940587,0.0
10319,4.8864200325281475,4.8864200325281475,0.0
10320,5.799999999999995,5.799999999999995,0.0
10322,11.78773389428667,11.78773389428667,0.0
10328,2.59502521204405,2.59502521204405,0.0
10329,6.707192923862989,6.707192923862989,0.0
10333,10.083443672020582,10.068564963271097,-0.01487870874948527
10347,8.643558805510343,8.643558805510343,0.0
10352,1.0576701556220263,1.0576701556220263,0.0
10356,7.858530194787871,7.844817935113618,-0.013712259674253602
10362,2.182433388156574,2.182433388156574,0.0
10364,4.128604046282829,4.128604046282829,0.0
10366,15.332040397542473,15.331352374282092,-0.0006880232603805325
10371,7.459294541629623,7.459392509141476,9.796751185309205e-05
10372,0.9169426822039964,0.9169426822039964,0.0
10378,10.97408822857811,10.97408822857811,0.0
10383,11.99999999999999,17.91143386122407,5.911433861224079
10409,3.2712751570805874,3.2725102489220586,0.001235091841471192
10412,3.842300917888533,3.8429618337367306,0.0006609158481976074
10426,2.1557118058519773,2.1557118058519773,0.0
10430,8.62233080264321,8.62233080264321,0.0
10433,19.33735674269237,19.335032980920182,-0.002323761772188959
10437,5.626540311306183,5.626540311306183,0.0
10440,9.7,14.033938569206054,4.333938569206055
10446,7.116393717144407,7.114852911652511,-0.001540805491896613
10452,13.676896190093842,13.665288903069632,-0.011607287024210322
10463,7.90998651135255,7.915975129915113,0.005988618562563275
10480,0.0,0.0,0.0
10487,5.152538285652958,5.152538285652958,0.0
10494,7.882859260185606,7.883465001120121,0.0006057409345148201
10495,1.0535174444630226,1.0535174444630226,0.0
10500,7.079090679682346,7.079090679682346,0.0
10514,2.949494204757754,2.9488702623884016,-0.0006239423693523705
10522,0.0,0.0,0.0
10523,6.517726410818308,6.517726410818308,0.0
10527,13.166234792624396,13.156645425665014,-0.009589366959382062
10528,10.97744471951608,10.976853574650544,-0.0005911448655364637
10529,8.195698621616573,8.196698631565326,0.0010000099487523784
10530,4.2838546113685245,4.2838546113685245,0.0
10535,14.457614412782041,14.464975879549753,0.007361466767711988
10543,14.29947588781264,14.29947588781264,0.0
10544,3.864158704730177,3.864158704730177,0.0
10549,4.052433291203981,4.052433291203981,0.0
10550,2.4431585324117,2.443185677711815,2.7145300114828075e-05
10555,7.824959224907682,7.825863625945008,0.0009044010373262523
10560,1.6821983687918383,1.6821983687918383,0.0
10571,4.555661962245608,4.553511975345857,-0.0021499868997514326
10579,4.355457205386459,4.3527471329217855,-0.0027100724646738072
10584,5.698218185537356,5.69724007943411,-0.0009781061032461125
10585,10.95753885459595,10.960490778236881,0.002951923640932108
10590,8.828891418963813,8.828891418963813,0.0
10591,19.3856161891897,19.396240723938092,0.010624534748391312
10596,16.36629015566451,16.36629015566451,0.0
10600,0.7826376436711299,0.7826376436711299,0.0
